,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
10, 100-Concert Band, Center MS, TEA: 210901, Center," Christina Smith / Chris Smith, Patrick Conn, Daniel Castaneda, Felipe Hernandez",CC,Varsity ,2022,176720,2,1,1,1,1,1,1,1,C, The Lone Eagle March  (Edmondson), Colliding Visions (17502)  (Balmages), Tanchozuru (20595)  (Standridge),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
11, 100-Concert Band, Center MS, TEA: 210901, Center," Felipe Hernandez / Chris Smith, Patrick Conn, Daniel Castaneda, Christina Smith",CC,Non-Varsity ,2022,176721,2,2,2,2,2,1,2,2, , March of the Minutemen (Edmondson), Night Fury (20593)  (Chambers), Annunciation (24114)  (Story),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
12, 100-Concert Band, Chapel Hill JH, TEA: 21209001, Tyler," Yvonne Garcia / Jaylon Stewart, Christie Willis, William Ross, Joseph Hewitt",CC,Non-Varsity ,2022,176096,2,1,1,1,1,1,1,1,C, Crosswinds March (James Swearingen), Qin Shi's Stone Army (Tyler Arcari), The Oncoming Storm (Mekel Rogers),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
13, 100-Concert Band, Chapel Hill JH, TEA: 212909001, Tyler," Jaylon Stewart / Yvonne Garcia, Christie Willis, William Ross, Joseph Hewitt",CC,Varsity ,2022,175837,1,1,1,1,1,1,1,1,C, Honor Roll March (Harris), Down by the Salley Gardens (15852)  (Anon. or Trad./Sweeney), Two British Folk Songs (101)  (Del Borgo),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
14, 100-Concert Band, Crockett MS, TEA: 113901, Crockett, Dionisio Martinez Jr / Dana Moore,C,Non-Varsity ,2022,176801,3,2,2,2,2,2,2,2, , March of the Chinchillas (Kevin Paul), Dance Celebration (Smith), Dorian Chant (Calhoun),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
15, 100-Concert Band, Cumberland Academy MS, TEA: 212801041, TYLER," Meredith Sellers / Bradley Lindsey, Anne Schmiege",CC,Non-Varsity ,2022,175357,1,1,1,1,1,1,1,1,D, Captain Dane March (William Owens), Skye Boat Song (16223)  (Anon. or Trad./OReilly), Fortis (17484)  (Gazlay),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
16, 100-Concert Band, Diboll Junior High School, TEA: 003905, Diboll," Erasmo Herrera / Kaitlyn Marley, Todd Dock, Jimmy Battle",CC,Non-Varsity ,2022,177600,1,1,2,1,1,1,1,1,D, Danza de Espa�a (Chambers), Dance Celebration (647) (Smith), Bazaar (Standridge`),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
17, 100-Concert Band, Forest Park MS, TEA: 092903-092903041, Longview," Robdrick Halton / Zackary Connors, Paul Arriola, Leigh Ann Dixon",CC,Non-Varsity ,2022,177172,1,1,1,1,1,1,1,1,D, Darklands March (Standridge), Danza de Espana (19602)  (Chambers), Contempo (16202)  (Story),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
18, 100-Concert Band, Foster Middle School, TEA: 092903, Longview, Jada Alexander / Nick Quintana,CC,Non-Varsity ,2022,177790,1,1,1,1,1,1,1,1,C, Darklands March (Randall D. Standridge), Medieval Legend (Michael Story), Moscow 1941 (Balmages),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
19, 100-Concert Band, Foster Middle School, TEA: 092903, Longview, Jada Alexander / Nick Quintana,CC,Varsity ,2022,177789,1,1,1,1,1,2,1,1,C, The Victor March (K. L. King ), Two British Folk Songs  (Elliot Del Borgo), Brave Spirit (Standridge),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
20, 100-Concert Band, Hallsville JH, TEA: 102904041, Hallsville," Dalton Heinsohn / Ty Hood, Wayne Smith",CCC,Sub Non-Varsity ,2022,178074,2,1,1,1,1,1,1,1,D, Union March (Rogers), Serengeti Dreams (648)  (Smith), Atlantis (45)  (McGinty),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
21, 100-Concert Band, Hallsville MS, TEA: 102904041, Hallsville," Ty Hood / Wayne Smith, Michael McGee",CCC,Non-Varsity ,2022,178078,1,1,1,1,1,1,1,1,D, Winchester March (Edmonson), Pevensey Castle (60)  (Sheldon), Serengeti Dreams (648)  (Smith),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
22, 100-Concert Band, Henderson Middle School, TEA: 201902041, Henderson," Cody Sturdivant / Dylan Custer, Dakota Martinez, Dakota Maradiaga and Craig Haynie",CC,Varsity ,2022,177786,1,1,2,1,1,1,1,1,C, Coast Guards March (K. L. King), A Hymn for Band (155)  (Stuart), Three Folk Miniatures (127) (play mvts 1 and 2 OR mvt 3) (Anon. or Trad./Jutras),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
23, 100-Concert Band, Henderson MS, TEA: 201902041, Henderson, Dakota Martinez / Cody Sturdivant,CC,Sub Non-Varsity ,2022,176287,2,2,2,2,1,1,1,1,2, Crosswinds March (James Swearingen), Sketches of Canada (Michael Story), Lost Woods Fantasy (JaRod Hall),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
24, 100-Concert Band, Henderson MS, TEA: 201902041, Henderson, Dylan Custer / Cody Sturdivant,CC,Non-Varsity B,2022,176522,2,2,2,2,1,1,1,1,2, Crosswinds March (James Swearingen), Sketches of Canada (Michael Story), Lost Woods Fantasy (JaRod Hall),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
25, 100-Concert Band, Henderson MS, TEA: 201902041, Henderson, Dylan Custer / Dakota Martinez,CC,Non-Varsity A,2022,176718,1,1,2,1,1,1,1,1,D, Newcastle March (Johnnie Vinson), Spring Song (Jerry Nowak), Tanchozuru (Randall Standridge),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
26, 100-Concert Band, Hubbard Middle School, TEA: 212905044, Tyler, Michael Oglesby / Austin Willis,CC,Non-Varsity ,2022,175316,1,1,1,1,1,1,1,1,D, Union March (Mekel Rogers), Sakura (Traditional/Story), Vulcans Forge (Roszell),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
27, 100-Concert Band, Huntington MS, TEA: 003904, Huntington," Sarah Svehla / Jonathan Willson, Caleb Bristow",CC,Non-Varsity ,2022,177623,2,2,1,2,1,1,1,1,2, The Titans (James Curnow), City at Dusk (22317)  (Nowlin), Night Fury (20593)  (Chambers),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
28, 100-Concert Band, Jacksonville MS, TEA: 037-904, Jacksonville, BreiAnn Gee,CCC,Sub Non-Varsity ,2022,177125,2,3,3,3,2,1,1,1,2, Infinity (Curnow), Dance Celebration (647)  (Smith), Atlantis (45)  (McGinty),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
29, 100-Concert Band, Jacksonville MS, TEA: 037-904-042, Jacksonville," Katherine Barrier / Donnie Barrier, Preston Long, Kimberly Beard",CCC,Varsity ,2022,175637,1,1,1,1,1,1,2,1,C, Marche des Parachutistes Belges (Leemans/Wiley), As Twilight Falls (17497)  (Sheldon), Abracadabra (15823)  (Ticheli),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
30, 100-Concert Band, Jacksonville MS, TEA: 037-904-042, Jacksonville, Kimberly Beard,CCC,Non-Varsity ,2022,176238,1,2,1,1,1,1,1,1,D, Norland March (Edmondson), Japanese Pictures (18467)  (Mixon), Night Fury (20593)  (Chambers),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
31, 100-Concert Band, Judson MS, TEA: 092903044, Longview," Rachel Grant / Grant Woodson, Paul Arriola",CC,Varsity ,2022,177915,1,1,1,1,1,1,1,1,C, Tanchozuru (20595) (Standridge/), Heroes Triumphant (18463) (Owens/), Valley Forge March (John Edmonson),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
32, 100-Concert Band, Lindale Junior High, TEA: 212903, Lindale, Nick Kelley,CCC,Non-Varsity ,2022,176256,1,1,1,1,1,1,1,1,D, Crosswinds March (Swearingen), Expectations (19603)  (Clark), Danza de Espana (19602)  (Chambers),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
33, 100-Concert Band, Lindale MS, TEA: 212903, Lindale, Casey Johnson,CCC,Non-Varsity ,2022,177064,1,1,1,1,1,1,1,1,D, Infinity Concert March (James Curnow), Serengeti Dreams (648)  (Smith), Pinnacle (638)  (Grice),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
34, 100-Concert Band, Lindale MS, TEA: 212903, Lindale, Melissa Fisher,CCC,Varsity ,2022,176197,1,1,1,1,1,1,1,1,C, King Size (Frank), Rippling Watercolors (19615)  (Balmages), Foundry (17534)  (Mackey),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
35, 100-Concert Band, Lindale MS, TEA: 212903, Lindale, Taylor Bates,CCC,Non-Varsity ,2022,176865,1,1,1,1,1,1,1,1,D, Infinity Concert March (James Curnow), Serengeti Dreams (648)  (Smith), Pinnacle (638)  (Grice),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
36, 100-Concert Band, Lufkin Middle School, TEA: 003-903-044, Lufkin," Thomas Smith / Emily Cavanaugh, Suzanne Ray",CCC,Varsity ,2022,176382,1,1,1,1,2,2,2,2,2, Activity March (Bennett/Clark), Corps of Discovery (17481)  (Owens), Danza de Espana (19602)  (Chambers),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
37, 100-Concert Band, Lufkin MS, TEA: 003903044, Lufkin," Emily Cavanaugh / Tommy Smith, Suzanne Ray",CCC,Non-Varsity ,2022,176744,1,1,1,1,1,1,1,1,D, Lone Eagle March (Edmondson), Courtlandt County Festival (15820)  (Owens), Armory (19597)  (Standridge),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
38, 100-Concert Band, McMichael MS, TEA: 17490443, Nacogdoches," Macedonio Pedro Mucino / Victoria McElhinney, Crispin Bradsher",CC,Varsity ,2022,177897,2,1,1,1,1,1,1,1,C, Darklands March (Standidge),  Danza de Espana (19602)  (Chambers), Expectations (19603)  (Clark),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
39, 100-Concert Band, Mike Moses MS, TEA: 174904-42, Nacogdoches," Crystal Bradsher / Tyler Phelps, Tyler Martin",CC,Varsity ,2022,177361,1,2,2,2,1,1,1,1,2, Flying Cadets March (KL King), As Twilight Falls ( Robert Sheldon), Sundance (Carl Strommen),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
40, 100-Concert Band, Moore Middle School, TEA: 212905045, Tyler," Christy Chambers / Joshua Kennedy, Austin Willis",CCC,Non-Varsity ,2022,177626,1,1,1,1,1,1,1,1,D, Andalucia (Lopez), Shepherds Hey (17514)  (Traditional/Roszell), Bazaar (20756)  (Standridge),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
41, 100-Concert Band, Moore MST Magnet MS, TEA: 212905045, Tyler," Joshua Kennedy / Christy Chambers, Austin Willis",CCC,Sub Non-Varsity ,2022,176882,1,2,2,2,1,1,1,1,2, Fighting Falcon March (Todd Stalter), Qin Shi's Stone Ammy (Tyler Arcari), Fortis (Gary Gazlay),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
42, 100-Concert Band, Palestine MS, TEA: 1882537, Palestine," Susie Carter / Kaymie Thomas, Jordan Sanders, Adrian Alonso, Jimmy Shelton",CC,Varsity ,2022,175631,2,1,1,1,1,1,1,1,C, Colonel Bogey (Alford/Williams), Expectations (19603)  (Clark), Bazaar (20756)  (Standridge),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
43, 100-Concert Band, Palestine MS, TEA: 2294739, Palestine," Kaymie Thomas / Susie Allen, Jordan Sanders, Jimmy Shelton, and Adrian Alonso", Acc:N/A,CC,Non-Varsity ,2022,177877,3,3,3,3,3,3,3,3, ," Independentia March (R. B. Hall arr, Matt Conaway)", Dance Celebration (647) (Smith), Great Beginnings (M. Kamuf),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett
44, 100-Concert Band, Rusk JH, TEA: 037907041, Rusk," Brittany Yates / Gehrig Blankenship, Brittany Thedford, Matthew Foster",CC,Non-Varsity ,2022,177770,1,1,2,1,1,1,1,1,D, Union March  (Mekel Rodgers ), Vulcans Forge (24127)  (Roszell), Dance Celebration (647)  (Smith),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
